0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5e-06,0,0,10,3,10,8984
0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,16,3,7,8984
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,1,12,3,10,8984
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6e-06,0,1,18,3,11,8984
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6e-06,0,0,18,3,10,8984
0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,6e-06,2,2,42,3,13,8984
0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,1,0,3,2,0,5,1,7e-06,1,6,38,4,7,8984
0,0,0,3,7,0,0,0,0,0,25,0,0,8,2,0,0,25,7,0,0,3,0,0,0,1,7,0,29,4,7e-06,9,32,130,6,29,8984
0,0,0,2,5,0,0,1,0,0,7,0,0,0,2,0,1,16,0,0,0,0,0,0,0,8,5,0,9,2,7e-06,4,13,72,4,18,8984
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,7e-06,0,2,18,0,0,8984
0,0,0,1,1,0,0,0,0,0,15,0,0,1,1,0,1,15,8,0,0,0,0,0,0,0,1,0,7,3,7e-06,9,18,95,4,20,8984
0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6e-06,1,2,30,3,8,8984
0,0,0,1,1,0,0,0,0,0,12,0,0,2,1,0,2,20,2,0,0,2,0,0,0,6,7,0,21,3,7e-06,5,24,88,5,29,8984
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6e-06,0,1,8,0,0,8984
0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,3,1,7e-06,2,5,44,4,12,8984
0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,1,3,1,0,0,0,0,0,0,2,0,0,3,1,7e-06,2,4,38,3,9,8984
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6e-06,0,2,15,0,0,8984
0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-06,1,1,30,0,0,8984
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,7,0,0,8984
0,0,1,0,5,0,1,1,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,1,7e-06,4,4,53,3,9,8984
0,0,0,0,2,0,0,0,0,0,7,0,0,2,1,0,0,15,5,0,0,0,0,0,0,0,6,0,8,1,6e-06,2,3,56,3,7,8984
